scene_id,acquisition_date,orbit_relative,pass_direction,status,area_km2,threshold_db,otsu_eta,valley_ratio,separability,detail
S1A_IW_GRDH_1SDV_20180928T125548_20180928T125613_023899_029BD9_6962,2018-09-28,27,ASC,ok,142.8898207377898,-22.127423396154004,0.8629602563348551,0.19632575141506006,0.9264856319296174,
S1A_IW_GRDH_1SDV_20181010T125549_20181010T125614_024074_02A199_798C,2018-10-10,27,ASC,ok,144.73042019492024,-22.623867752871924,0.8602134646089873,0.18534169108822662,0.9265008850274933,
S1A_IW_GRDH_1SDV_20181022T125549_20181022T125614_024249_02A74B_A913,2018-10-22,27,ASC,ok,144.75399473900583,-22.873734181562558,0.8573622621745808,0.1945521645521436,0.9245253741404048,
S1A_IW_GRDH_1SDV_20181103T125549_20181103T125614_024424_02AD21_B391,2018-11-03,27,ASC,ok,144.14509424292535,-22.877476887434177,0.8551120038316607,0.19805564243143314,0.9227614155548574,
S1A_IW_GRDH_1SDV_20181115T125548_20181115T125613_024599_02B38A_6C20,2018-11-15,27,ASC,ok,143.45518574747157,-23.130651559385935,0.851331909203956,0.19088849191983337,0.9208937175650764,
S1A_IW_GRDH_1SDV_20181127T125548_20181127T125613_024774_02BA03_AE2E,2018-11-27,27,ASC,ok,143.28593344255899,-23.377132157798556,0.8474012934760058,0.21692399445009897,0.9178601028814587,
S1A_IW_GRDH_1SDV_20181209T125547_20181209T125612_024949_02BFDB_2C11,2018-12-09,27,ASC,ok,142.13856682170328,-23.873828137484875,0.842417356130319,0.21491798229063794,0.9151203902933852,
S1A_IW_GRDH_1SDV_20181221T125547_20181221T125612_025124_02C630_2C93,2018-12-21,27,ASC,ok,140.66323831749577,-23.62721553402186,0.8440517815197772,0.2138761103754239,0.9158772778307213,
S1A_IW_GRDH_1SDV_20190102T125547_20190102T125612_025299_02CC7F_E5CE,2019-01-02,27,ASC,ok,137.27269364730262,-23.633344980880036,0.8438368116622694,0.2089465598534627,0.9154671498702335,
S1A_IW_GRDH_1SDV_20190114T125546_20190114T125611_025474_02D2C9_25D2,2019-01-14,27,ASC,ok,134.208830197325,-24.12461290628043,0.8391247225533199,0.20612418748914244,0.9132715835626252,
S1A_IW_GRDH_1SDV_20190126T125546_20190126T125611_025649_02D936_E31B,2019-01-26,27,ASC,ok,131.31605159630334,-23.36951149152139,0.8437953512123706,0.20012712555377307,0.915406428467618,
S1A_IW_GRDH_1SDV_20190207T125545_20190207T125610_025824_02DF79_9736,2019-02-07,27,ASC,ok,124.10566380345686,-21.37852982574451,0.8188222611550724,0.30725686285210707,0.8997611248970895,
